code_insee_commune,axe,x_deb,y_deb,x_fin,y_fin,longueur,code_traficolor
733131555.0,A62,573747.3,6284537.0,574718.4,6284285.0,900,TO31
415757474.0,A31,931273.8,6911336.5,930900.6,6914291.5,2793,ME57
733131555.0,A62,573756.3,6284560.5,574714.06,6284304.5,898,TO31
723333167.0,N230,423273.97,6420643.5,423407.3,6421573.5,1155,BX33
723333167.0,N230,423284.94,6420635.5,423420.25,6421577.0,1160,BX33
931313071.0,A55,888158.0,6255320.0,888158.0,6255320.0,410,MA13
524444172.0,N844,361174.47,6691485.5,361174.47,6691485.5,452,NA44
524444172.0,N844,361156.38,6691475.0,361156.38,6691475.0,671,NA44
415757212.0,A31,927714.8,6885407.0,926923.75,6891265.0,5106,ME57
415757212.0,A31,927740.56,6885411.5,926946.75,6891277.0,5101,ME57
733131555.0,A62,573149.25,6285295.5,573747.3,6284537.0,911,TO31
733131555.0,A62,573168.75,6285301.5,573756.3,6284560.5,904,TO31
931313005.0,A501,908176.9,6247942.0,908176.9,6247942.0,17,MA13
931313005.0,A50,908761.44,6246264.5,908761.44,6246264.5,4,MA13
931313106.0,A51,891531.6,6259567.0,891531.6,6259567.0,433,MA13
931313071.0,A55,887070.0,6256909.0,886395.0,6257631.0,499,MA13
251414118.0,N814,453326.84,6904811.0,452324.44,6904883.5,688,CA14
931313071.0,A7,888626.3,6259205.0,888626.3,6259205.0,497,MA13
251414118.0,N814,453328.44,6904829.0,452323.66,6904901.0,690,CA14
733131555.0,A61,578311.44,6278340.0,578565.8,6276391.5,2198,TO31
723333039.0,A631,420611.4,6417667.0,420611.4,6417667.0,490,BX33
931313106.0,A7,890367.06,6258436.0,890544.1,6257460.0,496,MA13
748787085.0,A20,567591.9,6533559.0,567213.5,6532419.0,1122,LI87
931313005.0,A502,909064.0,6246110.0,910033.0,6246165.0,510,MA13
931313106.0,A51,891531.6,6259567.0,891531.6,6259567.0,502,MA13
931313071.0,A7,888626.3,6259205.0,889599.1,6259018.5,505,MA13
733131555.0,A61,577241.75,6282079.0,577241.75,6282079.0,698,TO31
733131555.0,A61,577216.8,6282074.5,577216.8,6282074.5,699,TO31
931313106.0,A7,890367.06,6258436.0,890643.2,6256469.0,2338,MA13
748787085.0,A20,567595.56,6534386.5,567591.9,6533559.0,1220,LI87
931313071.0,A552,886992.0,6258788.0,886992.0,6258788.0,507,MA13
237676503.0,A151,556457.94,6938906.0,557935.7,6940270.5,1440,RO76
237676503.0,A151,556451.1,6938916.0,557920.44,6940276.0,1438,RO76
931313005.0,A502,909064.0,6246110.0,910033.0,6246165.0,512,MA13
931313106.0,A51,890942.6,6258775.5,891531.6,6259567.0,503,MA13
931313055.0,A507,897010.06,6245971.5,897010.06,6245971.5,129,MA13
931313071.0,A7,889599.1,6259018.5,889599.1,6259018.5,498,MA13
733131555.0,A61,577106.1,6283075.5,577216.8,6282074.5,599,TO31
723333318.0,A630,411230.72,6417593.5,412498.6,6416469.0,710,BX33
733131555.0,A61,577130.6,6283079.5,577241.75,6282079.0,599,TO31
723333318.0,A630,411234.62,6417595.0,412498.3,6416473.5,705,BX33
415454328.0,A33,934351.0,6841210.0,935922.0,6840105.0,2574,NA54
415454328.0,A33,934375.0,6841202.0,935926.0,6840117.0,2096,NA54
237676541.0,A150,553938.44,6936805.0,553250.25,6937543.0,951,RO76
237676541.0,A150,553919.56,6936799.0,553236.06,6937527.5,948,RO76
931313106.0,A51,890942.6,6258775.5,890942.6,6258775.5,497,MA13
723333550.0,A62,418863.3,6415162.5,418863.3,6415162.5,1050,BX33
748787085.0,A20,566250.3,6529093.5,566489.56,6528310.0,1121,LI87
931313071.0,A7,889599.1,6259018.5,890385.0,6258442.0,500,MA13
748787085.0,A20,566265.8,6529090.0,566508.94,6528314.0,1117,LI87
733131555.0,A62,576626.56,6283912.5,576626.56,6283912.5,135,TO31
723333550.0,A62,418888.9,6415116.0,419272.78,6413551.5,674,BX33
723333550.0,A62,418863.3,6415162.5,419268.72,6413549.0,674,BX33
723333550.0,A62,418888.9,6415116.0,418888.9,6415116.0,1050,BX33
733131555.0,A62,576643.6,6283930.5,576643.6,6283930.5,137,TO31
237676540.0,N31,564326.0,6927981.0,565281.2,6928035.5,1013,RO76
931313071.0,A55,886395.0,6257631.0,886395.0,6257631.0,497,MA13
237676540.0,N31,564357.5,6927860.0,565287.4,6928027.0,1013,RO76
931313005.0,A501,906833.56,6246549.0,906833.56,6246549.0,500,MA13
931313015.0,A51,893275.94,6261691.5,893275.94,6261691.5,687,MA13
524444020.0,N844,352848.34,6684539.5,352053.62,6685136.5,836,NA44
524444020.0,N844,352071.25,6685144.0,352071.25,6685144.0,743,NA44
931313005.0,A50,906910.4,6246586.0,906910.4,6246586.0,429,MA13
931313055.0,A55,890515.0,6251715.0,890195.0,6252649.0,502,MA13
931313055.0,A7,891431.1,6254781.5,891431.1,6254781.5,590,MA13
723333080.0,A62,419568.0,6412608.0,419568.0,6412608.0,606,BX33
723333080.0,A62,419557.0,6412605.0,419557.0,6412605.0,606,BX33
723333550.0,A62,419272.78,6413551.5,419568.0,6412608.0,704,BX33
723333550.0,A62,419268.72,6413549.0,419557.0,6412605.0,704,BX33
931313055.0,A7,891357.5,6255774.0,891357.5,6255774.0,498,MA13
237676157.0,A150,558408.3,6930437.0,557785.2,6931212.5,910,RO76
237676157.0,A150,558438.3,6930448.0,557810.4,6931226.0,915,RO76
733131555.0,A621,572394.0,6281800.0,571463.6,6281905.0,665,TO31
733131555.0,A621,572394.0,6281800.0,571470.44,6281894.0,659,TO31
931313005.0,A50,906910.4,6246586.0,907849.3,6246668.0,534,MA13
931313055.0,A55,890515.0,6251715.0,890515.0,6251715.0,501,MA13
931313055.0,A7,891431.1,6254781.5,891633.44,6253799.5,531,MA13
723333192.0,A63,412424.34,6415734.5,410668.1,6414789.0,1247,BX33
723333192.0,A63,412408.56,6415755.5,410653.56,6414812.0,1697,BX33
733131069.0,A621,570544.94,6281580.5,570544.94,6281580.5,256,TO31
733131069.0,A621,570546.8,6281568.0,570546.8,6281568.0,670,TO31
733131069.0,A621,570544.94,6281580.5,570544.94,6281580.5,168,TO31
237676322.0,N338,557699.94,6923134.5,557105.9,6923913.5,868,RO76
931313005.0,A50,907849.3,6246668.0,907849.3,6246668.0,481,MA13
237676322.0,N338,557700.25,6923134.0,557105.9,6923913.5,883,RO76
931313019.0,A51,892379.94,6261248.0,892379.94,6261248.0,199,MA13
733131433.0,A64,568762.5,6270409.5,569924.06,6272031.5,1353,TO31
733131433.0,A64,568778.44,6270395.0,569944.8,6272018.0,1354,TO31
237676484.0,A13,558761.44,6917696.0,553853.6,6917303.0,5492,RO76
931313055.0,A55,890349.0,6253544.0,890349.0,6253544.0,499,MA13
237676484.0,A13,557740.75,6917798.5,555830.7,6917327.5,2466,RO76
733131555.0,A620,571106.5,6279792.0,570544.9,6278999.5,695,TO31
733131069.0,A621,570544.94,6281580.5,569695.9,6282012.0,450,TO31
237676555.0,A28,572478.75,6939662.0,569985.7,6938129.5,3595,RO76
733131555.0,A620,571109.1,6279788.0,570533.9,6279000.5,724,TO31
733131069.0,A621,570546.8,6281568.0,569683.8,6282000.0,484,TO31
237676555.0,A28,572481.0,6939681.5,569981.6,6938140.0,3604,RO76
931313055.0,A7,890667.1,6256473.0,890667.1,6256473.0,498,MA13
931313005.0,A50,904961.0,6246138.0,904961.0,6246138.0,500,MA13
931313005.0,A50,907849.3,6246668.0,908761.44,6246264.5,490,MA13
931313071.0,A51,891670.75,6260549.0,892379.94,6261248.0,506,MA13
237676617.0,N28,565083.44,6933241.0,565083.44,6933241.0,846,RO76
237676617.0,N28,565081.3,6933260.5,565081.3,6933260.5,851,RO76
723333550.0,A630,416459.2,6415704.0,417978.03,6415158.5,720,BX33
232727580.0,A13,548967.94,6918020.0,546228.94,6919232.0,2997,RO76
931313055.0,A55,890195.0,6252649.0,890195.0,6252649.0,501,MA13
723333550.0,A630,416460.53,6415707.0,417978.8,6415161.5,715,BX33
232727580.0,A13,548955.5,6918006.5,546222.4,6919219.5,2999,RO76
733131555.0,A61,578336.25,6278342.0,578592.06,6276379.0,2197,TO31
733131555.0,A620,570736.7,6278043.5,570736.7,6278043.5,852,TO31
733131555.0,A624,569156.94,6280499.0,568208.2,6280216.5,520,TO31
931313055.0,A7,890667.1,6256473.0,891357.5,6255774.0,496,MA13
723333281.0,A630,410389.7,6423624.0,409896.88,6422767.0,690,BX33
723333281.0,A630,410392.3,6423622.0,409899.25,6422765.0,700,BX33
931313005.0,A50,904961.0,6246138.0,905939.0,6246350.5,500,MA13
733131555.0,A620,570741.7,6278044.5,570741.7,6278044.5,851,TO31
733131555.0,A624,569155.75,6280522.0,568211.4,6280230.5,505,TO31
723333192.0,A630,414355.6,6416628.5,414355.6,6416628.5,749,BX33
723333192.0,A630,414355.84,6416625.0,414355.84,6416625.0,730,BX33
931313055.0,A7,892142.25,6252973.5,892765.44,6252185.5,1502,MA13
931313055.0,A50,903969.44,6246199.0,903969.44,6246199.0,499,MA13
237676540.0,N28,562995.0,6928148.5,562995.0,6928148.5,554,RO76
237676540.0,N28,562995.94,6928131.0,562995.94,6928131.0,581,RO76
931313015.0,A51,894020.06,6263350.5,894016.7,6264361.5,516,MA13
237676705.0,A13,561821.9,6915283.5,560348.5,6916646.5,2983,RO76
931313015.0,A51,893958.8,6262375.5,894020.06,6263350.5,797,MA13
723333192.0,A630,415312.4,6416399.5,416460.53,6415707.0,928,BX33
723333550.0,A630,415961.1,6415981.0,416459.2,6415704.0,785,BX33
237676682.0,A13,562430.8,6914513.0,561125.06,6915962.5,2472,RO76
733131555.0,A620,572623.6,6284050.0,572623.6,6284050.0,697,TO31
748787085.0,A20,567158.25,6531179.0,566250.3,6529093.5,1641,LI87
748787085.0,A20,567175.4,6531167.5,566265.8,6529090.0,1648,LI87
931313055.0,A50,903969.44,6246199.0,904961.0,6246138.0,508,MA13
733131555.0,A620,572626.2,6284049.5,572626.2,6284049.5,697,TO31
931313015.0,A51,893275.94,6261691.5,893958.8,6262375.5,859,MA13
931313055.0,A55,888943.0,6254723.0,888943.0,6254723.0,498,MA13
733131069.0,A621,569695.9,6282012.0,569695.9,6282012.0,513,TO31
733131069.0,A621,569683.8,6282000.0,569683.8,6282000.0,518,TO31
931313055.0,A7,891633.44,6253799.5,891633.44,6253799.5,502,MA13
733131555.0,A620,571124.7,6277142.0,571528.94,6276214.5,595,TO31
237676540.0,N28,562995.0,6928148.5,564164.2,6928101.5,679,RO76
733131555.0,A620,571128.7,6277144.5,571532.25,6276215.5,596,TO31
237676540.0,N28,562995.94,6928131.0,564164.56,6928092.0,635,RO76
733131555.0,A620,572423.8,6282116.5,572352.1,6281207.5,654,TO31
931313055.0,A50,902995.75,6246431.0,902995.75,6246431.0,499,MA13
931313055.0,A55,889823.0,6254400.0,888943.0,6254723.0,487,MA13
251414437.0,N814,459222.0,6901568.0,458580.3,6902285.0,1467,CA14
524444009.0,N844,361673.2,6689826.0,361101.12,6689000.5,600,NA44
524444009.0,N844,361684.6,6689815.5,361114.06,6688991.5,601,NA44
251414437.0,N814,459210.0,6901568.0,458568.25,6902272.0,1456,CA14
931313005.0,A50,905939.0,6246350.5,906910.4,6246586.0,912,MA13
931313055.0,A7,891633.44,6253799.5,892142.25,6252973.5,562,MA13
733131555.0,A621,572394.0,6281800.0,572394.0,6281800.0,412,TO31
237676540.0,N28,564164.56,6928092.0,564996.0,6928900.0,1080,RO76
733131555.0,A621,572394.0,6281800.0,572394.0,6281800.0,417,TO31
237676540.0,N28,564164.2,6928101.5,564985.0,6928953.0,1105,RO76
733131555.0,A621,572394.0,6281800.0,572394.0,6281800.0,525,TO31
415454547.0,A330,934746.0,6845010.0,934536.0,6841123.0,4083,NA54
415454547.0,A330,934755.0,6845008.0,934549.0,6841127.0,4074,NA54
931313055.0,A50,902995.75,6246431.0,903969.44,6246199.0,486,MA13
824242218.0,N88,809187.5,6479998.0,808294.2,6479622.5,885,ST42
723333075.0,A630,414051.8,6427035.0,413226.44,6426336.5,794,BX33
723333075.0,A630,414042.7,6427039.0,413225.16,6426338.0,794,BX33
931313055.0,A7,892891.9,6251195.5,893009.7,6250198.5,504,MA13
824242218.0,N88,809185.06,6480006.0,808293.5,6479631.5,882,ST42
836363126.0,A75,711505.2,6509862.5,715011.4,6503197.0,7957,DIRMC
836363126.0,A75,711513.75,6509851.5,715024.56,6503196.0,7955,DIRMC
733131555.0,A620,571969.0,6280289.0,571109.1,6279788.0,878,TO31
931313015.0,A51,894544.0,6265203.5,894837.56,6266130.5,498,MA13
415454312.0,A31,927914.7,6874605.5,927644.0,6877577.0,11065,ME57
733131555.0,A620,571953.56,6280311.5,571106.5,6279792.0,878,TO31
524444162.0,N844,350209.28,6688504.5,350048.25,6689451.5,778,NA44
524444162.0,N844,350202.6,6688497.5,350036.16,6689455.5,839,NA44
237676322.0,N338,558049.6,6925669.0,558643.1,6926645.5,1166,RO76
237676322.0,N338,558062.6,6925662.5,558660.44,6926639.0,1168,RO76
723333281.0,A630,409896.88,6422767.0,409896.88,6422767.0,578,BX33
723333318.0,A630,409939.0,6418927.0,410548.2,6418349.5,580,BX33
723333318.0,A630,409958.06,6418940.5,410550.84,6418351.5,578,BX33
931313055.0,A7,893009.7,6250198.5,893009.7,6250198.5,500,MA13
723333281.0,A630,409899.25,6422765.0,409543.16,6421874.5,732,BX33
415757352.0,A31,926910.4,6892245.0,930704.56,6895192.0,3978,ME57
733131555.0,A620,571532.25,6276215.5,572251.94,6275670.5,552,TO31
415757487.0,A31,927593.4,6892969.5,930723.56,6895193.0,3968,ME57
733131555.0,A620,571528.94,6276214.5,572258.44,6275650.5,568,TO31
237676540.0,N28,564996.0,6928900.0,564996.0,6928900.0,1151,RO76
415454328.0,A330,934536.0,6841123.0,934109.0,6835327.0,5935,NA54
415454328.0,A330,934549.0,6841127.0,934120.0,6835328.0,5938,NA54
237676540.0,N28,564985.0,6928953.0,564985.0,6928953.0,1109,RO76
723333318.0,A630,410550.84,6418351.5,410550.84,6418351.5,667,BX33
723333318.0,A630,410548.2,6418349.5,410548.2,6418349.5,667,BX33
931313055.0,A50,902022.5,6246665.0,902022.5,6246665.0,499,MA13
931313055.0,A55,891871.0,6249264.0,891871.0,6249264.0,500,MA13
733131555.0,A620,573220.9,6275857.5,574071.9,6276419.5,640,TO31
913434259.0,A750,761264.25,6281864.5,757146.94,6281296.5,4243,DIRMC
237676497.0,N338,558253.3,6922313.0,557700.25,6923134.0,871,RO76
733131555.0,A620,573217.8,6275883.5,574066.4,6276431.5,635,TO31
913434259.0,A750,761264.8,6281853.0,757148.8,6281283.0,4242,DIRMC
237676497.0,N338,558253.06,6922313.5,557699.94,6923134.5,889,RO76
931313015.0,A51,894016.7,6264361.5,894544.0,6265203.5,506,MA13
824242237.0,N88,814249.7,6483524.0,813360.3,6483079.5,1547,ST42
824242237.0,N88,814244.56,6483536.5,813354.9,6483090.0,1538,ST42
931313055.0,A7,892891.9,6251195.5,892891.9,6251195.5,500,MA13
931313055.0,A55,891871.0,6249264.0,891871.0,6249264.0,392,MA13
931313055.0,A50,902022.5,6246665.0,902995.75,6246431.0,500,MA13
415757582.0,A30,930761.06,6914164.5,924799.3,6917260.5,7912,ME57
415757582.0,A30,930866.75,6914169.0,924807.0,6917280.5,8006,ME57
733131555.0,A620,574945.8,6276091.0,575904.6,6276051.5,546,TO31
237676541.0,A151,554496.0,6935774.0,555184.6,6937394.0,2256,RO76
733131555.0,A620,574943.4,6276087.0,575906.44,6276048.5,560,TO31
237676541.0,A151,554498.3,6936658.0,555178.6,6937404.0,1311,RO76
733131555.0,A61,578299.25,6274458.0,579032.1,6272645.5,1848,TO31
237676728.0,A150,556426.2,6932611.0,555062.8,6934027.5,1688,RO76
733131555.0,A620,577973.56,6274403.5,578425.5,6273509.0,1177,TO31
237676410.0,A150,556442.9,6932625.5,555086.06,6934028.0,1668,RO76
723333075.0,A630,414051.8,6427035.0,414051.8,6427035.0,715,BX33
723333075.0,A630,414042.7,6427039.0,414042.7,6427039.0,719,BX33
733131555.0,A620,577992.94,6274403.5,578484.0,6273555.0,1178,TO31
733131555.0,A61,578270.56,6274456.0,579007.25,6272629.5,1850,TO31
931313055.0,A50,901051.4,6246899.5,901051.4,6246899.5,502,MA13
733131069.0,A621,569683.8,6282000.0,569683.8,6282000.0,438,TO31
251414438.0,A84,443871.3,6899846.5,446605.5,6900890.5,3071,CA14
931313055.0,A55,891637.0,6250172.0,891637.0,6250172.0,504,MA13
723333013.0,N230,423318.75,6422603.5,423183.12,6423583.5,726,BX33
415757666.0,A31,927869.9,6921320.0,925659.1,6921814.5,3207,ME57
415757666.0,A31,927872.2,6921302.5,925640.9,6921812.5,3207,ME57
251414438.0,A84,443878.2,6899830.0,446610.28,6900874.0,3069,CA14
733131555.0,A61,578565.8,6276391.5,578270.56,6274456.0,1800,TO31
237676540.0,N31,563762.0,6928164.0,564357.5,6927860.0,1053,RO76
237676540.0,N31,563725.9,6928190.0,564326.0,6927981.0,1004,RO76
723333162.0,A630,410798.47,6424325.0,410389.7,6423624.0,1053,BX33
733131555.0,A61,578592.06,6276379.0,578299.25,6274458.0,1797,TO31
931313055.0,A50,901051.4,6246899.5,903969.44,6246199.0,3006,MA13
733131555.0,A61,577216.8,6282074.5,577621.25,6280137.5,1300,TO31
524444162.0,N844,350446.22,6691359.0,350446.22,6691359.0,712,NA44
415757269.0,A31,931546.8,6916121.0,931542.25,6919098.5,3102,ME57
733131555.0,A61,577241.75,6282079.0,577652.0,6280137.5,1299,TO31
733131555.0,A624,568208.2,6280216.5,568208.2,6280216.5,796,TO31
748787085.0,A20,567611.94,6534378.5,567605.2,6533549.5,1230,LI87
415757269.0,A31,931568.94,6916124.5,931566.7,6919099.0,3096,ME57
733131555.0,N124,567272.75,6280268.0,567272.75,6280268.0,800,TO31
723333075.0,A630,416778.5,6427454.0,415787.34,6427594.0,674,BX33
723333075.0,A630,416780.2,6427467.5,415789.1,6427608.0,673,BX33
723333063.0,A630,418245.84,6427222.0,416778.5,6427454.0,820,BX33
723333063.0,A630,418249.56,6427235.0,416780.2,6427467.5,747,BX33
251414118.0,N814,456753.12,6904598.0,456047.1,6905275.0,1828,CA14
931313055.0,A55,891002.0,6250929.0,890515.0,6251715.0,501,MA13
931313055.0,A50,900066.7,6247073.0,900066.7,6247073.0,499,MA13
415757663.0,A31,931559.7,6908428.5,931273.8,6911336.5,4483,ME57
415757672.0,A31,929874.44,6921116.5,927872.2,6921302.5,4484,ME57
733131555.0,A624,570011.25,6280054.5,570011.25,6280054.5,635,TO31
733131555.0,A624,569998.4,6280040.0,569998.4,6280040.0,618,TO31
723333318.0,A63,412869.28,6416508.0,412869.28,6416508.0,1560,BX33
237676212.0,N31,565281.2,6928035.5,566609.25,6928540.0,1602,RO76
723333318.0,A630,412498.3,6416473.5,413525.12,6416558.5,907,BX33
723333013.0,N230,423305.56,6422600.0,423305.56,6422600.0,602,BX33
931313055.0,A55,891002.0,6250929.0,891002.0,6250929.0,497,MA13
836363113.0,A711,710816.0,6519516.0,714899.3,6520413.5,5012,DIRMC
836363113.0,A711,710805.0,6519508.0,714910.5,6520397.0,5035,DIRMC
931313055.0,A50,900066.7,6247073.0,901051.4,6246899.5,501,MA13
415757463.0,A31,932313.6,6898550.0,931384.4,6904487.0,5662,ME57
733131555.0,A624,571112.0,6279802.0,571112.0,6279802.0,433,TO31
931313015.0,A51,894837.56,6266130.5,894837.56,6266130.5,499,MA13
415757463.0,A31,932345.9,6898548.5,931408.6,6904488.5,5661,ME57
733131555.0,A624,571192.44,6279836.5,571192.44,6279836.5,390,TO31
237676212.0,N31,565287.4,6928027.0,566609.25,6928540.0,1607,RO76
